ID_Client,âge,genre,type de voyage,destination,saison de voyage,durée de voyage (en jours),nombre de personnes,prix total,mode de paiement,évaluation sur 5,date de début de voyage,date de fin de voyage,période de voyage,budget_voyage_annuel,durée moyenne de voyage annuelle (en jours)
624,38,,Culturel,Norvège,été,10,2,5404,Paypal,3,03-10-2024,28-10-2024,03-10-2024 au 28-10-2024,2050,2
625,39,M,culturel,Bali,été,9,2,4136,Virement,2,13-09-2024,15-09-2024,13-09-2024 au 15-09-2024,8084,8
626,41,Autre,détente,Islande,automne,9,5,4143,Virement,3,10-05-2024,18-05-2024,10-05-2024 au 18-05-2024,3345,9
627,50,M,Détente,Brésil,printemps,8,2,2984,Carte de crédit,3,13-02-2025,22-02-2025,13-02-2025 au 22-02-2025,4668,21
628,22,Autre,aventure,Brésil,automne,11,1,6631,Carte de crédit,2,07-02-2025,28-02-2025,07-02-2025 au 28-02-2025,4585,29
629,59,,Culturel,Japon,hiver,7,3,2168,Carte de crédit,1,19-12-2024,17-01-2025,19-12-2024 au 17-01-2025,5461,5
630,54,M,,Norvège,printemps,10,5,5404,Carte de crédit,3,14-09-2024,19-09-2024,14-09-2024 au 19-09-2024,6224,11
631,47,Autre,culturel,Australie,hiver,13,5,8739,Virement,2,20-12-2024,31-12-2024,20-12-2024 au 31-12-2024,6291,29
632,24,M,aventure,Maroc,été,7,4,2195,,3,23-07-2024,21-08-2024,23-07-2024 au 21-08-2024,4125,26
633,34,F,culturel,Norvège,printemps,10,2,5419,,3,11-02-2025,09-03-2025,11-02-2025 au 09-03-2025,4749,2
634,48,F,aventure,Japon,printemps,8,2,2996,Virement,3,21-11-2024,23-11-2024,21-11-2024 au 23-11-2024,5424,7
635,43,Autre,Culturel,Brésil,hiver,13,5,8751,Carte de crédit,2,13-07-2024,20-07-2024,13-07-2024 au 20-07-2024,4627,6
636,35,,détente,Népal,été,13,1,8753,Virement,3,22-04-2024,28-04-2024,22-04-2024 au 28-04-2024,7411,8
637,35,F,,Pérou,été,10,1,5440,Paypal,3,14-08-2024,22-08-2024,14-08-2024 au 22-08-2024,5736,29
638,35,M,culturel,Bali,été,8,2,3000,Paypal,2,02-11-2024,01-12-2024,02-11-2024 au 01-12-2024,6102,18
639,21,M,Détente,Norvège,automne,7,2,2203,Paypal,4,16-02-2025,06-03-2025,16-02-2025 au 06-03-2025,5994,14
640,25,F,,Népal,printemps,11,5,6650,Virement,2,21-05-2024,04-06-2024,21-05-2024 au 04-06-2024,6760,19
641,35,Autre,détente,Islande,été,5,3,834,Virement,3,05-01-2025,24-01-2025,05-01-2025 au 24-01-2025,5272,30
642,36,F,culturel,Brésil,printemps,5,1,841,Paypal,3,23-09-2024,23-10-2024,23-09-2024 au 23-10-2024,3055,9
643,29,Autre,détente,Vietnam,printemps,12,2,7858,Carte de crédit,2,17-12-2024,26-12-2024,17-12-2024 au 26-12-2024,5600,19
644,31,Autre,culturel,Brésil,été,13,1,8757,,1,21-01-2025,09-02-2025,21-01-2025 au 09-02-2025,4023,30
645,46,M,Culturel,Népal,été,7,4,2212,Paypal,3,14-01-2025,13-02-2025,14-01-2025 au 13-02-2025,4207,3
646,34,,,Maroc,hiver,16,4,9923,Carte de crédit,3,20-10-2024,23-10-2024,20-10-2024 au 23-10-2024,5880,12
647,61,F,détente,Brésil,été,10,1,5444,Paypal,3,22-01-2025,03-02-2025,22-01-2025 au 03-02-2025,6857,29
648,30,,culturel,Norvège,printemps,8,2,3001,Carte de crédit,1,03-03-2025,01-04-2025,03-03-2025 au 01-04-2025,5032,2
649,36,F,Aventure,Vietnam,hiver,9,4,4144,,4,17-12-2024,19-12-2024,17-12-2024 au 19-12-2024,5463,19
650,33,,aventure,Norvège,hiver,7,3,2219,Paypal,2,25-09-2024,14-10-2024,25-09-2024 au 14-10-2024,7553,14
651,43,F,,Maroc,été,10,4,5445,Paypal,3,14-08-2024,28-08-2024,14-08-2024 au 28-08-2024,5361,20
652,52,Autre,,Islande,hiver,5,2,849,,3,24-05-2024,13-06-2024,24-05-2024 au 13-06-2024,8903,5
653,29,F,Culturel,Costa Rica,hiver,5,4,851,Virement,2,02-11-2024,07-11-2024,02-11-2024 au 07-11-2024,5848,8
654,35,F,culturel,Brésil,été,9,1,4158,Paypal,2,01-02-2025,09-02-2025,01-02-2025 au 09-02-2025,2359,22
655,42,F,aventure,Australie,été,8,2,3002,Carte de crédit,3,25-09-2024,17-10-2024,25-09-2024 au 17-10-2024,6130,11
656,18,,culturel,France,été,11,4,6679,Carte de crédit,3,09-02-2025,20-02-2025,09-02-2025 au 20-02-2025,5572,11
657,39,Autre,Détente,Costa Rica,hiver,9,4,4173,Virement,5,08-05-2024,19-05-2024,08-05-2024 au 19-05-2024,6935,10
658,34,F,Culturel,Costa Rica,hiver,10,3,5454,Paypal,3,11-03-2025,21-03-2025,11-03-2025 au 21-03-2025,6010,18
659,30,,Culturel,Pérou,automne,13,5,8795,Carte de crédit,1,30-11-2024,18-12-2024,30-11-2024 au 18-12-2024,4792,30
660,26,M,Culturel,Pérou,hiver,7,4,2223,,2,09-12-2024,08-01-2025,09-12-2024 au 08-01-2025,3164,2
661,30,F,aventure,Japon,hiver,15,5,9724,Carte de crédit,2,04-03-2025,06-03-2025,04-03-2025 au 06-03-2025,4686,25
662,38,Autre,aventure,France,été,5,5,873,Carte de crédit,1,17-08-2024,11-09-2024,17-08-2024 au 11-09-2024,3724,19
663,48,,Aventure,Costa Rica,été,11,5,6679,Virement,3,21-07-2024,09-08-2024,21-07-2024 au 09-08-2024,4129,17
664,28,M,Culturel,Népal,automne,15,3,9735,Carte de crédit,3,05-03-2025,22-03-2025,05-03-2025 au 22-03-2025,5883,26
665,25,F,détente,Pérou,été,13,4,8797,Carte de crédit,2,19-03-2025,14-04-2025,19-03-2025 au 14-04-2025,7505,5
666,18,,détente,Maroc,printemps,9,1,4185,Carte de crédit,1,14-03-2025,19-03-2025,14-03-2025 au 19-03-2025,5592,22
667,21,,Détente,France,hiver,6,3,1368,Paypal,5,16-02-2025,10-03-2025,16-02-2025 au 10-03-2025,3206,2
668,26,Autre,Culturel,Australie,hiver,7,1,2234,Virement,3,14-10-2024,16-10-2024,14-10-2024 au 16-10-2024,5667,9
669,41,Autre,culturel,Australie,printemps,15,2,9739,Virement,3,15-03-2025,24-03-2025,15-03-2025 au 24-03-2025,6795,8
670,43,Autre,Détente,Australie,été,14,4,9460,Virement,3,25-09-2024,03-10-2024,25-09-2024 au 03-10-2024,4085,16
671,32,,Détente,France,été,9,3,4198,Virement,4,12-09-2024,28-09-2024,12-09-2024 au 28-09-2024,4799,22
672,30,F,aventure,Brésil,printemps,11,3,6692,Virement,3,08-12-2024,30-12-2024,08-12-2024 au 30-12-2024,5022,10
673,36,F,Aventure,Népal,printemps,14,2,9478,Virement,2,07-05-2024,17-05-2024,07-05-2024 au 17-05-2024,3823,11
674,18,Autre,Détente,France,hiver,9,4,4205,Virement,2,06-04-2024,17-04-2024,06-04-2024 au 17-04-2024,5972,1
675,34,Autre,Détente,Japon,printemps,10,5,5486,Virement,1,24-05-2024,25-05-2024,24-05-2024 au 25-05-2024,4819,23
676,34,,détente,Islande,hiver,12,5,7876,Virement,3,07-12-2024,30-12-2024,07-12-2024 au 30-12-2024,5629,15
677,40,F,détente,Islande,hiver,14,2,9507,Virement,1,23-10-2024,07-11-2024,23-10-2024 au 07-11-2024,3669,5
678,35,F,Aventure,Australie,été,9,4,4207,Virement,3,29-06-2024,04-07-2024,29-06-2024 au 04-07-2024,4344,26
679,31,M,,Bali,hiver,6,1,1375,Carte de crédit,3,01-02-2025,27-02-2025,01-02-2025 au 27-02-2025,6084,18
680,33,M,Aventure,Népal,automne,5,5,873,Paypal,2,09-03-2025,27-03-2025,09-03-2025 au 27-03-2025,4441,1
681,36,,,Japon,printemps,5,1,884,Paypal,2,29-09-2024,30-09-2024,29-09-2024 au 30-09-2024,7590,28
682,38,F,aventure,Vietnam,automne,9,1,4210,Paypal,2,07-06-2024,05-07-2024,07-06-2024 au 05-07-2024,4401,6
683,21,M,Détente,Pérou,automne,13,1,8809,Virement,2,18-07-2024,24-07-2024,18-07-2024 au 24-07-2024,5337,19
684,38,M,Aventure,Bali,automne,8,1,3009,Virement,1,22-10-2024,10-11-2024,22-10-2024 au 10-11-2024,6399,13
685,42,Autre,culturel,Islande,hiver,12,4,7877,Carte de crédit,2,31-10-2024,13-11-2024,31-10-2024 au 13-11-2024,2872,4
686,36,Autre,culturel,Bali,automne,10,2,5524,,3,19-08-2024,23-08-2024,19-08-2024 au 23-08-2024,2359,17
687,49,Autre,Aventure,Norvège,hiver,9,4,4222,Carte de crédit,1,12-08-2024,29-08-2024,12-08-2024 au 29-08-2024,2712,19
688,30,,culturel,France,hiver,6,4,1378,,2,03-11-2024,22-11-2024,03-11-2024 au 22-11-2024,6894,17
689,31,F,détente,Costa Rica,été,12,4,7883,Carte de crédit,2,26-11-2024,13-12-2024,26-11-2024 au 13-12-2024,4172,11
690,37,M,Aventure,Norvège,automne,14,3,9512,Carte de crédit,2,09-11-2024,20-11-2024,09-11-2024 au 20-11-2024,8837,29
691,28,,culturel,Bali,hiver,12,1,7913,Virement,3,13-10-2024,11-11-2024,13-10-2024 au 11-11-2024,4154,24
692,32,F,Culturel,Australie,hiver,10,2,5542,Carte de crédit,1,14-06-2024,08-07-2024,14-06-2024 au 08-07-2024,5277,29
693,18,M,détente,Costa Rica,été,13,4,8840,Virement,2,24-09-2024,23-10-2024,24-09-2024 au 23-10-2024,7313,21
694,26,M,culturel,Pérou,hiver,5,1,885,Carte de crédit,3,09-02-2025,02-03-2025,09-02-2025 au 02-03-2025,8009,9
695,47,,Détente,Norvège,été,6,5,1397,,4,15-08-2024,24-08-2024,15-08-2024 au 24-08-2024,8092,4
696,18,Autre,,Islande,hiver,9,5,4293,Paypal,1,23-06-2024,27-06-2024,23-06-2024 au 27-06-2024,6813,21
697,37,F,Culturel,France,hiver,14,5,9519,Paypal,2,22-10-2024,12-11-2024,22-10-2024 au 12-11-2024,6536,16
698,43,Autre,culturel,Islande,automne,9,2,4298,Virement,3,16-11-2024,02-12-2024,16-11-2024 au 02-12-2024,5889,20
699,42,M,Détente,Pérou,printemps,12,2,7929,Virement,1,16-03-2025,05-04-2025,16-03-2025 au 05-04-2025,6168,22
700,45,Autre,,Norvège,automne,7,3,2250,Virement,3,17-12-2024,08-01-2025,17-12-2024 au 08-01-2025,4173,11
701,39,Autre,Détente,Maroc,hiver,9,5,4313,Paypal,2,27-12-2024,07-01-2025,27-12-2024 au 07-01-2025,3773,30
702,32,F,Culturel,Norvège,printemps,13,3,8846,Carte de crédit,1,07-11-2024,07-12-2024,07-11-2024 au 07-12-2024,4995,3
703,33,Autre,aventure,Népal,hiver,11,2,6737,,5,13-10-2024,16-10-2024,13-10-2024 au 16-10-2024,4745,28
704,33,,Aventure,Brésil,été,8,1,3039,Virement,2,21-02-2025,21-03-2025,21-02-2025 au 21-03-2025,4320,22
705,37,Autre,,Costa Rica,automne,7,2,2253,Virement,1,14-03-2025,05-04-2025,14-03-2025 au 05-04-2025,6045,23
706,54,Autre,culturel,Brésil,printemps,11,3,6741,Paypal,4,19-10-2024,11-11-2024,19-10-2024 au 11-11-2024,6433,15
707,46,M,Détente,Islande,automne,8,4,3045,,2,03-07-2024,18-07-2024,03-07-2024 au 18-07-2024,5133,3
708,48,M,aventure,Maroc,été,16,4,9927,Virement,3,03-10-2024,06-10-2024,03-10-2024 au 06-10-2024,7216,16
709,25,Autre,Aventure,Bali,hiver,13,4,8849,Carte de crédit,2,30-07-2024,15-08-2024,30-07-2024 au 15-08-2024,3287,4
710,36,Autre,détente,Vietnam,été,8,4,3077,Virement,4,29-08-2024,02-09-2024,29-08-2024 au 02-09-2024,4710,11
711,18,,,Vietnam,hiver,10,5,5553,Virement,2,05-09-2024,16-09-2024,05-09-2024 au 16-09-2024,3925,16
712,35,M,Aventure,Costa Rica,été,9,1,4318,Virement,2,25-07-2024,10-08-2024,25-07-2024 au 10-08-2024,2200,5
713,50,F,aventure,France,été,10,1,5567,Paypal,2,09-08-2024,14-08-2024,09-08-2024 au 14-08-2024,4876,25
714,25,M,Aventure,Vietnam,automne,13,2,8876,Virement,4,12-11-2024,07-12-2024,12-11-2024 au 07-12-2024,4817,27
715,25,,culturel,Pérou,printemps,12,2,7940,Carte de crédit,3,22-11-2024,19-12-2024,22-11-2024 au 19-12-2024,7270,22
716,28,F,détente,Vietnam,automne,12,1,7951,,2,14-02-2025,08-03-2025,14-02-2025 au 08-03-2025,5946,2
717,36,Autre,culturel,Vietnam,été,12,2,7973,Paypal,2,15-08-2024,17-08-2024,15-08-2024 au 17-08-2024,3464,12
718,37,Autre,Culturel,France,été,6,4,1410,Virement,2,06-05-2024,18-05-2024,06-05-2024 au 18-05-2024,7781,25
719,24,,Culturel,Maroc,printemps,9,4,4327,Virement,1,16-01-2025,10-02-2025,16-01-2025 au 10-02-2025,6832,20
720,55,Autre,Culturel,Bali,été,13,3,8915,Virement,2,17-11-2024,07-12-2024,17-11-2024 au 07-12-2024,5873,27
721,21,Autre,,Maroc,hiver,7,2,2277,Paypal,4,15-02-2025,14-03-2025,15-02-2025 au 14-03-2025,4660,23
722,34,,Culturel,France,hiver,11,4,6764,Paypal,1,15-11-2024,08-12-2024,15-11-2024 au 08-12-2024,3561,17
723,27,F,,Bali,printemps,11,2,6788,Virement,2,03-02-2025,20-02-2025,03-02-2025 au 20-02-2025,4442,1
724,37,Autre,,Brésil,hiver,13,5,8919,Virement,2,10-05-2024,11-05-2024,10-05-2024 au 11-05-2024,6633,17
725,36,,,Bali,été,12,2,7990,Virement,3,05-02-2025,22-02-2025,05-02-2025 au 22-02-2025,7827,26
726,41,Autre,aventure,Pérou,hiver,6,2,1412,Carte de crédit,3,29-09-2024,25-10-2024,29-09-2024 au 25-10-2024,7315,23
727,43,,culturel,Australie,automne,9,1,4339,Paypal,2,31-07-2024,23-08-2024,31-07-2024 au 23-08-2024,4267,20
728,18,F,,Népal,été,5,2,885,Virement,2,05-01-2025,25-01-2025,05-01-2025 au 25-01-2025,3321,9
729,31,Autre,Culturel,Pérou,hiver,11,2,6806,Virement,4,07-11-2024,16-11-2024,07-11-2024 au 16-11-2024,5211,15
730,46,Autre,culturel,Costa Rica,automne,13,4,8924,Virement,3,09-05-2024,24-05-2024,09-05-2024 au 24-05-2024,2347,10
731,37,,,Costa Rica,printemps,8,1,3078,Carte de crédit,2,01-07-2024,11-07-2024,01-07-2024 au 11-07-2024,5485,4
732,36,M,aventure,Australie,printemps,15,4,9747,Virement,2,10-03-2025,14-03-2025,10-03-2025 au 14-03-2025,4779,26
733,18,Autre,aventure,Costa Rica,automne,11,5,6807,Paypal,2,28-06-2024,24-07-2024,28-06-2024 au 24-07-2024,4301,2
734,28,Autre,,Bali,été,10,1,5571,Virement,4,17-01-2025,19-01-2025,17-01-2025 au 19-01-2025,2608,19
735,30,F,Aventure,France,été,11,3,6837,Virement,1,26-04-2024,15-05-2024,26-04-2024 au 15-05-2024,5770,29
736,37,Autre,Détente,France,hiver,7,1,2283,Virement,2,17-09-2024,16-10-2024,17-09-2024 au 16-10-2024,4201,11
737,37,Autre,Aventure,Australie,été,10,4,5573,Virement,4,11-10-2024,22-10-2024,11-10-2024 au 22-10-2024,3245,21
738,42,F,,Bali,automne,10,2,5578,Paypal,3,20-05-2024,10-06-2024,20-05-2024 au 10-06-2024,692,21
739,47,F,,Brésil,été,10,5,5601,Paypal,4,05-01-2025,26-01-2025,05-01-2025 au 26-01-2025,4959,22
740,22,Autre,Culturel,Maroc,hiver,12,3,8012,Carte de crédit,3,18-04-2024,10-05-2024,18-04-2024 au 10-05-2024,7658,4
741,29,F,,Islande,été,7,3,2293,Carte de crédit,2,09-05-2024,13-05-2024,09-05-2024 au 13-05-2024,7492,15
742,19,F,,Islande,été,12,4,8018,Carte de crédit,4,23-11-2024,08-12-2024,23-11-2024 au 08-12-2024,4314,7
743,39,Autre,Détente,Pérou,printemps,7,4,2296,Paypal,2,20-11-2024,27-11-2024,20-11-2024 au 27-11-2024,4097,27
744,18,,Détente,Costa Rica,hiver,8,5,3093,Carte de crédit,3,01-07-2024,28-07-2024,01-07-2024 au 28-07-2024,5703,1
745,26,F,détente,Norvège,printemps,8,2,3093,Paypal,3,07-06-2024,08-06-2024,07-06-2024 au 08-06-2024,3502,21
746,28,,culturel,Népal,automne,10,4,5627,Virement,1,06-02-2025,27-02-2025,06-02-2025 au 27-02-2025,5453,12
747,33,F,aventure,France,printemps,11,1,6859,Virement,3,30-07-2024,11-08-2024,30-07-2024 au 11-08-2024,6149,4
748,33,F,,Japon,hiver,8,2,3098,Carte de crédit,2,02-12-2024,06-12-2024,02-12-2024 au 06-12-2024,6840,5
749,34,M,détente,Costa Rica,automne,6,2,1412,Virement,4,06-08-2024,11-08-2024,06-08-2024 au 11-08-2024,4850,27
750,46,M,Aventure,Vietnam,hiver,14,3,9524,,2,03-12-2024,30-12-2024,03-12-2024 au 30-12-2024,4694,4
751,38,Autre,Détente,Costa Rica,printemps,8,2,3103,Paypal,2,01-11-2024,05-11-2024,01-11-2024 au 05-11-2024,3683,2
752,26,F,Aventure,Australie,hiver,6,1,1421,,3,22-08-2024,24-08-2024,22-08-2024 au 24-08-2024,3760,5
753,19,Autre,Culturel,Norvège,été,9,2,4345,,5,22-11-2024,27-11-2024,22-11-2024 au 27-11-2024,4660,14
754,41,Autre,Aventure,France,été,7,4,2305,Virement,2,12-02-2025,26-02-2025,12-02-2025 au 26-02-2025,5551,4
755,37,Autre,,Norvège,été,10,3,5634,Virement,2,28-06-2024,02-07-2024,28-06-2024 au 02-07-2024,6370,29
756,42,M,Aventure,Brésil,été,5,2,887,Paypal,4,23-01-2025,21-02-2025,23-01-2025 au 21-02-2025,3795,20
757,33,M,culturel,Népal,printemps,9,4,4376,Virement,2,06-10-2024,26-10-2024,06-10-2024 au 26-10-2024,7239,5
758,19,F,culturel,Brésil,hiver,9,3,4388,,2,27-09-2024,02-10-2024,27-09-2024 au 02-10-2024,4593,28
759,36,F,Aventure,Norvège,automne,12,4,8028,Paypal,2,16-01-2025,13-02-2025,16-01-2025 au 13-02-2025,4968,24
760,42,M,Culturel,Bali,été,5,1,888,,1,21-08-2024,14-09-2024,21-08-2024 au 14-09-2024,3879,10
761,31,F,Détente,Norvège,printemps,7,3,2318,Virement,2,16-09-2024,26-09-2024,16-09-2024 au 26-09-2024,1364,27
762,36,Autre,aventure,Japon,automne,9,2,4395,Carte de crédit,2,27-05-2024,23-06-2024,27-05-2024 au 23-06-2024,6326,20
763,41,M,Culturel,Norvège,hiver,8,1,3104,,1,24-01-2025,13-02-2025,24-01-2025 au 13-02-2025,6105,18
764,31,,,Népal,hiver,11,1,6867,Carte de crédit,3,14-03-2025,01-04-2025,14-03-2025 au 01-04-2025,4578,28
765,23,F,Aventure,Bali,été,8,4,3111,Virement,3,01-08-2024,29-08-2024,01-08-2024 au 29-08-2024,5100,7
766,43,M,aventure,Australie,été,12,3,8030,Virement,3,01-08-2024,08-08-2024,01-08-2024 au 08-08-2024,5774,14
767,26,M,,Brésil,printemps,16,3,9929,Carte de crédit,1,14-03-2025,28-03-2025,14-03-2025 au 28-03-2025,2656,14
768,21,Autre,Culturel,Costa Rica,hiver,10,3,5641,Virement,4,08-07-2024,22-07-2024,08-07-2024 au 22-07-2024,4206,4
769,35,Autre,Détente,France,automne,5,3,897,Carte de crédit,4,17-08-2024,21-08-2024,17-08-2024 au 21-08-2024,6191,11
770,28,F,aventure,Pérou,automne,10,2,5662,Virement,1,11-11-2024,22-11-2024,11-11-2024 au 22-11-2024,3119,22
771,18,M,Aventure,Népal,hiver,8,3,3113,Virement,3,15-02-2025,09-03-2025,15-02-2025 au 09-03-2025,5440,27
772,33,Autre,aventure,Australie,été,11,1,6873,Paypal,4,22-10-2024,18-11-2024,22-10-2024 au 18-11-2024,2965,13
773,31,M,,Costa Rica,automne,8,1,3114,Virement,1,09-02-2025,22-02-2025,09-02-2025 au 22-02-2025,5700,30
774,36,,Aventure,Islande,automne,11,2,6888,Carte de crédit,3,20-04-2024,20-05-2024,20-04-2024 au 20-05-2024,4947,19
775,23,Autre,,Vietnam,printemps,8,5,3130,Virement,3,27-10-2024,15-11-2024,27-10-2024 au 15-11-2024,2577,16
776,56,,culturel,Norvège,hiver,7,3,2323,Carte de crédit,1,10-08-2024,26-08-2024,10-08-2024 au 26-08-2024,6747,20
777,39,M,culturel,Islande,printemps,11,3,6924,,1,08-10-2024,28-10-2024,08-10-2024 au 28-10-2024,3898,2
778,27,F,culturel,Brésil,hiver,7,5,2334,Paypal,2,17-09-2024,19-09-2024,17-09-2024 au 19-09-2024,3785,6
779,39,Autre,Culturel,Népal,été,9,5,4400,Paypal,2,08-04-2024,14-04-2024,08-04-2024 au 14-04-2024,5301,4
780,47,M,culturel,Bali,été,12,4,8036,Carte de crédit,2,23-10-2024,27-10-2024,23-10-2024 au 27-10-2024,6723,26
781,37,Autre,,Brésil,hiver,13,5,8948,Paypal,1,25-11-2024,21-12-2024,25-11-2024 au 21-12-2024,3476,30
782,34,,détente,Brésil,été,9,5,4416,Paypal,2,02-07-2024,01-08-2024,02-07-2024 au 01-08-2024,5093,10
783,36,Autre,,Vietnam,hiver,7,4,2338,Paypal,3,11-05-2024,21-05-2024,11-05-2024 au 21-05-2024,5643,28
784,48,M,Culturel,Népal,été,10,5,5673,Paypal,1,28-02-2025,28-03-2025,28-02-2025 au 28-03-2025,6040,15
785,39,M,détente,Costa Rica,printemps,11,5,6924,Carte de crédit,2,01-08-2024,16-08-2024,01-08-2024 au 16-08-2024,5265,18
786,39,M,Culturel,France,été,8,2,3160,Paypal,3,15-04-2024,03-05-2024,15-04-2024 au 03-05-2024,4449,15
787,34,M,,Maroc,hiver,10,3,5690,Virement,4,11-06-2024,26-06-2024,11-06-2024 au 26-06-2024,3759,29
788,53,,culturel,Vietnam,été,13,3,8952,Virement,1,14-04-2024,13-05-2024,14-04-2024 au 13-05-2024,5129,26
789,47,,aventure,Pérou,hiver,8,3,3165,Virement,3,06-06-2024,02-07-2024,06-06-2024 au 02-07-2024,3392,30
790,18,F,,Brésil,été,15,4,9796,Virement,3,13-04-2024,13-05-2024,13-04-2024 au 13-05-2024,618,4
791,35,Autre,culturel,Népal,automne,19,2,11254,Carte de crédit,3,10-09-2024,14-09-2024,10-09-2024 au 14-09-2024,5655,10
792,30,M,,Maroc,printemps,7,2,2339,Virement,2,11-07-2024,21-07-2024,11-07-2024 au 21-07-2024,6356,12
793,38,,,Népal,été,7,2,2348,Virement,2,15-03-2025,27-03-2025,15-03-2025 au 27-03-2025,1456,8
794,43,M,Détente,Bali,printemps,13,2,8975,Paypal,3,25-10-2024,02-11-2024,25-10-2024 au 02-11-2024,3485,14
795,39,F,Aventure,Vietnam,hiver,8,3,3168,Virement,1,16-07-2024,30-07-2024,16-07-2024 au 30-07-2024,5929,30
796,25,Autre,Détente,Brésil,hiver,10,2,5699,Paypal,1,18-04-2024,18-05-2024,18-04-2024 au 18-05-2024,8086,27
797,24,,aventure,Islande,hiver,10,5,5736,Virement,3,14-04-2024,11-05-2024,14-04-2024 au 11-05-2024,5031,28
798,46,Autre,,France,été,7,4,2349,Carte de crédit,2,22-11-2024,20-12-2024,22-11-2024 au 20-12-2024,3908,
