Index;metier;sexe;enfant_conduite_accompagne;tranche_revenus;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;Tranche_age;Tranche_tarif_devis
677;"conseiller pénitentiaire d'insertion et de probation";"M";True;"60k - 80k";"Commercial";"z_SUV";3;1;"Highly Urban/ Urban";2022-03-17 13:43:55,000;"complet";"dev_integral";"60 - 80";"200 - 299"
695;"dépanneur en électroménager";"M";False;"40k - 60k";"Private";"z_SUV";1;12;"Highly Urban/ Urban";2022-02-05 16:47:05,000;"complet";"dev_integral";"40 - 60";"200 - 299"
709;"géologue modélisateur";"M";False;"0 - 20 k";"Commercial";"Panel Truck";1;0;"Highly Urban/ Urban";2022-02-11 02:39:22,000;"complet";"dev_integral";"60 - 80";"200 - 299"
728;"assistant de service social";"M";False;"60k - 80k";"Private";"z_SUV";4;14;"Highly Urban/ Urban";2022-02-05 20:30:47,000;"complet";"dev_integral";"25 - 40";"200 - 299"
736;"machiniste-constructeur ou plateau";"F";False;"100k +";"Private";"z_SUV";3;14;"Highly Urban/ Urban";2022-05-06 19:34:02,000;"complet";"dev_integral";"40 - 60";"200 - 299"
749;"ingénieur procédés en chimie";"M";False;"100k +";"Commercial";"Panel Truck";1;9;"Highly Urban/ Urban";2022-03-30 06:16:31,000;"complet";"dev_integral";"40 - 60";"200 - 299"
754;"développeur informatique";"M";False;"100k +";"Private";"Minivan";2;16;"Highly Urban/ Urban";2022-01-26 18:39:10,000;"complet";"dev_integral";"";"200 - 299"
768;"sérigraphe";"M";False;"40k - 60k";"Commercial";"Van";2;9;"Highly Urban/ Urban";2022-04-23 00:38:02,000;"complet";"dev_integral";"25 - 40";"200 - 299"
773;"chef de projet multimédia";"F";False;"100k +";"Commercial";"z_SUV";1;1;"z_Highly Rural/ Rural";2022-01-14 18:54:04,000;"complet";"dev_integral";"25 - 40";"200 - 299"
775;"administrateur réseaux";"F";True;"80k - 100k";"Private";"z_SUV";3;22;"Highly Urban/ Urban";2022-01-21 20:55:41,000;"complet";"dev_integral";"";"200 - 299"
776;"formateur d'adultes";"M";False;"100k +";"Private";"Minivan";2;12;"Highly Urban/ Urban";2022-04-12 15:22:58,000;"complet";"dev_integral";"40 - 60";"200 - 299"
780;"architecte produit industriel";"M";False;"80k - 100k";"Private";"Pickup";3;15;"Highly Urban/ Urban";2022-03-30 15:14:49,000;"complet";"dev_integral";"60 - 80";"200 - 299"
784;"diététicien";"M";False;"40k - 60k";"Commercial";"Pickup";1;17;"Highly Urban/ Urban";2022-03-14 14:38:44,000;"complet";"dev_integral";"60 - 80";"200 - 299"
795;"conducteur de machines à papier";"M";False;"0 - 20 k";"Commercial";"Sports Car";7;8;"Highly Urban/ Urban";2022-05-17 10:24:02,000;"complet";"dev_integral";"60 - 80";"200 - 299"
811;"chef de produit touristique";"F";True;"20k - 40k";"Private";"Pickup";5;1;"Highly Urban/ Urban";2022-02-16 13:50:18,000;"complet";"dev_integral";"40 - 60";"200 - 299"
823;"chef d'exploitation des remontées mécaniques";"F";False;"20k - 40k";"Private";"Minivan";1;1;"Highly Urban/ Urban";2022-02-18 07:19:11,000;"complet";"dev_integral";"18 - 25";"200 - 299"
824;"gérant de portefeuille";"M";True;"60k - 80k";"Private";"z_SUV";2;7;"Highly Urban/ Urban";2022-04-17 09:27:32,000;"complet";"dev_integral";"60 - 80";"200 - 299"
830;"guide-conférencier";"M";False;"60k - 80k";"Private";"z_SUV";7;18;"Highly Urban/ Urban";2022-01-24 10:55:05,000;"complet";"dev_integral";"60 - 80";"200 - 299"
836;"gérant de portefeuille";"F";False;"20k - 40k";"Commercial";"Panel Truck";4;6;"Highly Urban/ Urban";2022-05-02 17:11:53,000;"complet";"dev_integral";"80";"200 - 299"
893;"viticulteur";"M";False;"0 - 20 k";"Commercial";"Sports Car";4;1;"Highly Urban/ Urban";2022-01-05 05:06:37,000;"complet";"dev_integral";"25 - 40";"200 - 299"
908;"mécanicien bateaux";"F";False;"0 - 20 k";"Commercial";"Pickup";2;1;"z_Highly Rural/ Rural";2022-02-20 21:02:08,000;"complet";"dev_integral";"80";"200 - 299"
922;"technicien réalisateur réalisatrice radio";"M";False;"60k - 80k";"Commercial";"Pickup";2;10;"z_Highly Rural/ Rural";2022-03-26 17:10:44,000;"complet";"dev_integral";"";"200 - 299"
977;"juge des contentieux de la protection";"F";False;"20k - 40k";"Private";"Pickup";3;11;"Highly Urban/ Urban";2022-01-23 02:06:16,000;"complet";"dev_integral";"";"200 - 299"
1001;"mécanicien bateaux";"M";True;"60k - 80k";"Private";"Minivan";6;9;"Highly Urban/ Urban";2022-05-01 13:54:21,000;"complet";"dev_integral";"40 - 60";"200 - 299"
1014;"ingénieur du BTP";"M";True;"20k - 40k";"Private";"z_SUV";2;6;"Highly Urban/ Urban";2022-05-21 14:48:55,000;"complet";"dev_integral";"25 - 40";"200 - 299"
1017;"responsable biométrie";"M";False;"0 - 20 k";"Private";"z_SUV";7;6;"z_Highly Rural/ Rural";2022-02-25 01:50:07,000;"complet";"dev_integral";"40 - 60";"200 - 299"
1029;"bio-informaticien";"M";False;"0 - 20 k";"Private";"Minivan";1;14;"Highly Urban/ Urban";2022-03-29 10:10:36,000;"complet";"dev_integral";"60 - 80";"200 - 299"
1030;"officier de gendarmerie";"M";False;"0 - 20 k";"Commercial";"Sports Car";6;10;"Highly Urban/ Urban";2022-02-13 12:49:30,000;"complet";"dev_integral";"40 - 60";"200 - 299"
1045;"chargé d'études en marketing";"F";False;"60k - 80k";"Commercial";"Panel Truck";7;15;"Highly Urban/ Urban";2022-02-10 11:43:26,000;"complet";"dev_integral";"60 - 80";"200 - 299"
1051;"inspecteur des douanes, des finances publiques ou du travail";"M";False;"20k - 40k";"Private";"Minivan";3;17;"Highly Urban/ Urban";2022-02-11 03:05:15,000;"complet";"dev_integral";"40 - 60";"200 - 299"
1075;"directeur de magasin à grande surface";"F";False;"20k - 40k";"Private";"Sports Car";8;6;"Highly Urban/ Urban";2022-02-09 05:52:47,000;"complet";"dev_integral";"40 - 60";"200 - 299"
1081;"convoyeur de fonds";"F";False;"100k +";"Commercial";"Panel Truck";1;0;"z_Highly Rural/ Rural";2022-02-24 16:14:00,000;"complet";"dev_integral";"40 - 60";"200 - 299"
1129;"tapissier d'ameublement";"M";False;"60k - 80k";"Private";"z_SUV";7;1;"Highly Urban/ Urban";2022-03-14 09:34:04,000;"complet";"dev_integral";"60 - 80";"200 - 299"
2;"préparateur en pharmacie";"F";True;"40k - 60k";"Private";"Minivan";2;1;"Highly Urban/ Urban";2022-05-24 21:07:34,000;"complet";"dev_express";"80";"200 - 299"
18;"hydrogéologue";"F";False;"40k - 60k";"Commercial";"Van";1;8;"Highly Urban/ Urban";2022-03-04 09:15:11,000;"complet";"dev_express";"80";"200 - 299"
25;"ingénieur réservoir";"M";False;"20k - 40k";"Commercial";"Pickup";1;1;"Highly Urban/ Urban";2022-04-27 15:06:48,000;"complet";"dev_express";"";"200 - 299"
26;"collaborateur de notaire de notaire";"M";False;"0 - 20 k";"Private";"Minivan";1;0;"z_Highly Rural/ Rural";2022-04-13 00:52:49,000;"complet";"dev_express";"60 - 80";"200 - 299"
33;"ingénieur en génie climatique";"F";False;"100k +";"Private";"z_SUV";3;9;"Highly Urban/ Urban";2022-03-23 06:12:09,000;"complet";"dev_express";"60 - 80";"200 - 299"
42;"éducateur de la protection judiciaire de la jeunesse (PJJ)";"F";False;"0 - 20 k";"Private";"z_SUV";5;8;"Highly Urban/ Urban";2022-04-30 23:20:28,000;"complet";"dev_express";"80";"200 - 299"
46;"mécanicien bateaux";"F";False;"80k - 100k";"Private";"z_SUV";4;15;"Highly Urban/ Urban";2022-02-24 21:52:11,000;"complet";"dev_express";"60 - 80";"200 - 299"
47;"technicien électronicien électronicienne";"M";False;"0 - 20 k";"Private";"z_SUV";1;1;"Highly Urban/ Urban";2022-04-05 02:47:59,000;"complet";"dev_express";"60 - 80";"200 - 299"
52;"rédacteur on line";"F";False;"40k - 60k";"Private";"Minivan";1;5;"Highly Urban/ Urban";2022-03-21 07:59:29,000;"complet";"dev_express";"40 - 60";"200 - 299"
55;"gestionnaire de données cliniques";"F";False;"60k - 80k";"Commercial";"Minivan";5;8;"z_Highly Rural/ Rural";2022-04-11 14:51:15,000;"complet";"dev_express";"";"200 - 299"
58;"dessinateur-projeteur";"M";False;"60k - 80k";"Private";"z_SUV";2;12;"Highly Urban/ Urban";2022-04-20 10:04:08,000;"complet";"dev_express";"25 - 40";"200 - 299"
60;"rédacteur on line";"F";True;"20k - 40k";"Private";"Sports Car";1;7;"Highly Urban/ Urban";2022-04-26 16:17:11,000;"complet";"dev_express";"25 - 40";"200 - 299"
66;"professeur dans l'enseignement agricole";"M";False;"60k - 80k";"Private";"z_SUV";5;1;"Highly Urban/ Urban";2022-05-17 07:36:25,000;"complet";"dev_express";"40 - 60";"200 - 299"
68;"pharmacien";"M";False;"0 - 20 k";"Private";"Minivan";3;5;"z_Highly Rural/ Rural";2022-05-29 10:50:34,000;"complet";"dev_express";"40 - 60";"200 - 299"
69;"assistant dentaire";"M";False;"20k - 40k";"Private";"z_SUV";2;13;"Highly Urban/ Urban";2022-04-04 09:48:20,000;"complet";"dev_express";"60 - 80";"200 - 299"
72;"responsable de laboratoire de recherche";"M";False;"100k +";"Private";"z_SUV";2;12;"Highly Urban/ Urban";2022-01-08 11:18:24,000;"complet";"dev_express";"25 - 40";"200 - 299"
77;"architecte des systèmes d'information";"F";False;"60k - 80k";"Commercial";"Minivan";5;1;"Highly Urban/ Urban";2022-05-10 13:40:32,000;"complet";"dev_express";"60 - 80";"200 - 299"
79;"ingénieur recherche et développement en agroalimentaire";"F";False;"40k - 60k";"Private";"Minivan";4;6;"Highly Urban/ Urban";2022-02-01 04:48:31,000;"complet";"dev_express";"40 - 60";"200 - 299"
84;"cryptologue";"M";False;"0 - 20 k";"Private";"Sports Car";1;0;"z_Highly Rural/ Rural";2022-05-09 03:37:15,000;"complet";"dev_express";"60 - 80";"200 - 299"
85;"agent de développement touristique";"M";False;"40k - 60k";"Commercial";"Pickup";2;8;"Highly Urban/ Urban";2022-01-14 21:13:17,000;"complet";"dev_express";"60 - 80";"200 - 299"
91;"juge d'instruction";"M";False;"40k - 60k";"Commercial";"Minivan";3;1;"Highly Urban/ Urban";2022-04-15 05:20:26,000;"complet";"dev_express";"60 - 80";"200 - 299"
97;"géomaticien";"M";False;"20k - 40k";"Private";"Minivan";7;1;"Highly Urban/ Urban";2022-03-23 01:48:58,000;"complet";"dev_express";"60 - 80";"200 - 299"
104;"paléontologue";"M";False;"100k +";"Commercial";"Panel Truck";4;17;"Highly Urban/ Urban";2022-01-12 00:08:50,000;"complet";"dev_express";"";"200 - 299"
109;"magistrat";"F";False;"100k +";"Private";"Minivan";5;11;"Highly Urban/ Urban";2022-01-28 11:20:20,000;"complet";"dev_express";"40 - 60";"200 - 299"
114;"chargé hygiène sécurité environnement (HSE)";"F";False;"40k - 60k";"Commercial";"Minivan";2;6;"Highly Urban/ Urban";2022-03-20 10:44:08,000;"complet";"dev_express";"60 - 80";"200 - 299"
122;"animateur d'activités physiques et sportives pour tous";"M";False;"80k - 100k";"Private";"Minivan";2;11;"Highly Urban/ Urban";2022-02-17 21:50:53,000;"complet";"dev_express";"40 - 60";"200 - 299"
128;"ingénieur aromaticien aromaticienne";"M";False;"0 - 20 k";"Commercial";"Minivan";7;1;"z_Highly Rural/ Rural";2022-03-07 01:04:39,000;"complet";"dev_express";"";"200 - 299"
130;"assistant de service social";"M";False;"100k +";"Private";"Minivan";1;13;"Highly Urban/ Urban";2022-04-20 04:58:44,000;"complet";"dev_express";"40 - 60";"200 - 299"
134;"contrôleur aérien aérienne";"M";False;"20k - 40k";"Private";"Minivan";3;5;"Highly Urban/ Urban";2022-02-25 19:06:15,000;"complet";"dev_express";"40 - 60";"200 - 299"
138;"accessoiriste";"M";True;"100k +";"Commercial";"Van";4;9;"Highly Urban/ Urban";2022-05-11 02:14:17,000;"complet";"dev_express";"25 - 40";"200 - 299"
139;"agent de propreté et d'hygiène";"M";False;"40k - 60k";"Commercial";"z_SUV";4;1;"Highly Urban/ Urban";2022-05-31 03:31:23,000;"complet";"dev_express";"40 - 60";"200 - 299"
145;"conducteur d'engins forestiers de récolte en entreprises de travaux forestiers";"M";False;"0 - 20 k";"Commercial";"z_SUV";7;0;"Highly Urban/ Urban";2022-05-21 17:06:44,000;"complet";"dev_express";"80";"200 - 299"
146;"agent de propreté et d'hygiène";"M";False;"20k - 40k";"Private";"z_SUV";2;11;"Highly Urban/ Urban";2022-05-13 05:41:36,000;"complet";"dev_express";"40 - 60";"200 - 299"
152;"chargé de pharmacovigilance";"F";False;"60k - 80k";"Private";"z_SUV";2;5;"Highly Urban/ Urban";2022-03-05 12:14:43,000;"complet";"dev_express";"60 - 80";"200 - 299"
153;"professeur dans l'enseignement agricole";"F";False;"0 - 20 k";"Private";"Minivan";3;1;"Highly Urban/ Urban";2022-01-11 23:53:26,000;"complet";"dev_express";"40 - 60";"200 - 299"
154;"éducateur sportif sportive des activités aquatiques et de la natation";"M";False;"20k - 40k";"Private";"Minivan";1;4;"Highly Urban/ Urban";2022-03-25 21:08:25,000;"complet";"dev_express";"25 - 40";"200 - 299"
157;"ingénieur de la police technique et scientifique";"F";False;"0 - 20 k";"Private";"Sports Car";5;4;"Highly Urban/ Urban";2022-04-08 21:31:19,000;"complet";"dev_express";"60 - 80";"200 - 299"
165;"architecte";"F";False;"0 - 20 k";"Private";"Sports Car";1;8;"z_Highly Rural/ Rural";2022-04-02 11:55:09,000;"complet";"dev_express";"40 - 60";"200 - 299"
166;"sérigraphe";"F";True;"0 - 20 k";"Private";"Minivan";1;1;"Highly Urban/ Urban";2022-04-08 07:47:22,000;"complet";"dev_express";"40 - 60";"200 - 299"
171;"médiateur familial familiale";"M";False;"60k - 80k";"Private";"Pickup";1;11;"Highly Urban/ Urban";2022-02-01 00:03:49,000;"complet";"dev_express";"25 - 40";"200 - 299"
175;"statisticien industriel industrielle";"M";False;"0 - 20 k";"Private";"z_SUV";2;1;"Highly Urban/ Urban";2022-04-26 15:07:49,000;"complet";"dev_express";"40 - 60";"200 - 299"
181;"animateur nature nature";"F";False;"60k - 80k";"Commercial";"Pickup";1;0;"Highly Urban/ Urban";2022-05-02 22:21:52,000;"complet";"dev_express";"80";"200 - 299"
182;"responsable de site de traitement des déchets";"F";True;"20k - 40k";"Commercial";"Van";1;6;"z_Highly Rural/ Rural";2022-02-10 04:16:56,000;"complet";"dev_express";"18 - 25";"200 - 299"
185;"conducteur de travaux  agricoles";"F";False;"0 - 20 k";"Private";"Pickup";1;1;"Highly Urban/ Urban";2022-05-27 23:47:01,000;"complet";"dev_express";"60 - 80";"200 - 299"
191;"moniteur-éducateur";"M";False;"60k - 80k";"Commercial";"Van";5;0;"Highly Urban/ Urban";2022-05-30 12:05:26,000;"complet";"dev_express";"40 - 60";"200 - 299"
197;"conseiller en fusions-acquisitions";"F";False;"40k - 60k";"Private";"Minivan";4;17;"Highly Urban/ Urban";2022-02-09 23:54:33,000;"complet";"dev_express";"40 - 60";"200 - 299"
198;"responsable de projets culturels";"M";False;"100k +";"Commercial";"Panel Truck";2;13;"Highly Urban/ Urban";2022-04-27 04:09:11,000;"complet";"dev_express";"80";"200 - 299"
201;"rudologue";"M";False;"40k - 60k";"Private";"Sports Car";9;8;"Highly Urban/ Urban";2022-03-14 03:24:07,000;"complet";"dev_express";"";"200 - 299"
205;"officier de la Marine nationale";"M";False;"20k - 40k";"Private";"Sports Car";3;7;"Highly Urban/ Urban";2022-04-18 10:41:40,000;"complet";"dev_express";"80";"200 - 299"
212;"greffier";"F";False;"100k +";"Commercial";"Panel Truck";1;16;"Highly Urban/ Urban";2022-03-23 16:17:22,000;"complet";"dev_express";"40 - 60";"200 - 299"
214;"maquettiste";"F";False;"40k - 60k";"Commercial";"Van";1;5;"Highly Urban/ Urban";2022-01-19 00:38:48,000;"complet";"dev_express";"40 - 60";"200 - 299"
217;"géotechnicien";"F";False;"20k - 40k";"Private";"Pickup";2;6;"Highly Urban/ Urban";2022-03-27 02:40:21,000;"complet";"dev_express";"40 - 60";"200 - 299"
226;"chef des ventes";"M";False;"100k +";"Private";"Minivan";4;10;"Highly Urban/ Urban";2022-05-11 05:29:36,000;"complet";"dev_express";"40 - 60";"200 - 299"
230;"ingénieur concepteur conceptrice en mécanique";"F";False;"20k - 40k";"Private";"Pickup";5;1;"Highly Urban/ Urban";2022-01-25 12:09:45,000;"complet";"dev_express";"80";"200 - 299"
231;"statisticien";"F";False;"40k - 60k";"Private";"z_SUV";3;0;"Highly Urban/ Urban";2022-05-11 03:18:18,000;"complet";"dev_express";"18 - 25";"200 - 299"
233;"traducteur-interprète";"F";False;"60k - 80k";"Private";"Minivan";3;0;"Highly Urban/ Urban";2022-01-22 22:28:01,000;"complet";"dev_express";"25 - 40";"200 - 299"
234;"ingénieur papetier papetière";"F";False;"60k - 80k";"Commercial";"z_SUV";2;10;"Highly Urban/ Urban";2022-01-06 14:38:33,000;"complet";"dev_express";"40 - 60";"200 - 299"
244;"coffreur-boiseur";"F";True;"60k - 80k";"Private";"Sports Car";6;12;"Highly Urban/ Urban";2022-05-10 14:59:04,000;"complet";"dev_express";"60 - 80";"200 - 299"
252;"vendeur en magasin";"F";False;"40k - 60k";"Commercial";"z_SUV";5;12;"z_Highly Rural/ Rural";2022-05-18 05:21:15,000;"complet";"dev_express";"25 - 40";"200 - 299"
260;"responsable approvisionnement";"F";False;"40k - 60k";"Commercial";"Panel Truck";4;10;"Highly Urban/ Urban";2022-02-14 17:36:36,000;"complet";"dev_express";"60 - 80";"200 - 299"
262;"manager de risques";"F";False;"80k - 100k";"Commercial";"Van";1;9;"Highly Urban/ Urban";2022-02-12 04:17:48,000;"complet";"dev_express";"60 - 80";"200 - 299"
264;"ingénieur hydroécologue";"M";False;"80k - 100k";"Commercial";"Van";7;10;"Highly Urban/ Urban";2022-03-24 00:32:23,000;"complet";"dev_express";"";"200 - 299"
267;"attaché de presse";"M";False;"100k +";"Private";"Minivan";6;17;"Highly Urban/ Urban";2022-03-19 05:51:30,000;"complet";"dev_express";"40 - 60";"200 - 299"
268;"éducateur technique spécialisé technique spécialisée";"M";False;"100k +";"Commercial";"Panel Truck";4;11;"Highly Urban/ Urban";2022-03-21 10:05:51,000;"complet";"dev_express";"";"200 - 299"
270;"décolleteur";"F";False;"20k - 40k";"Private";"z_SUV";3;0;"Highly Urban/ Urban";2022-05-25 05:18:35,000;"complet";"dev_express";"60 - 80";"200 - 299"
272;"hydrogéologue";"M";False;"100k +";"Commercial";"Pickup";3;13;"Highly Urban/ Urban";2022-02-04 16:41:19,000;"complet";"dev_express";"60 - 80";"200 - 299"
275;"actuaire";"M";False;"40k - 60k";"Private";"z_SUV";2;1;"Highly Urban/ Urban";2022-04-12 12:00:17,000;"complet";"dev_express";"40 - 60";"200 - 299"
276;"technicien chimiste";"F";False;"80k - 100k";"Commercial";"Panel Truck";5;10;"Highly Urban/ Urban";2022-04-25 16:57:27,000;"complet";"dev_express";"80";"200 - 299"
278;"régleur";"M";False;"20k - 40k";"Commercial";"Pickup";5;1;"Highly Urban/ Urban";2022-03-16 12:46:20,000;"complet";"dev_express";"40 - 60";"200 - 299"
291;"formateur d'adultes";"M";False;"40k - 60k";"Private";"Pickup";4;9;"Highly Urban/ Urban";2022-03-18 07:40:09,000;"complet";"dev_express";"40 - 60";"200 - 299"
295;"auditeur externe";"F";False;"20k - 40k";"Private";"z_SUV";1;1;"Highly Urban/ Urban";2022-05-01 17:43:06,000;"complet";"dev_express";"18 - 25";"200 - 299"
298;"auxiliaire de puériculture";"F";True;"100k +";"Private";"Minivan";1;11;"Highly Urban/ Urban";2022-02-27 02:58:11,000;"complet";"dev_express";"80";"200 - 299"
300;"chef de produit marketing";"F";False;"40k - 60k";"Commercial";"Panel Truck";1;21;"Highly Urban/ Urban";2022-03-21 00:34:36,000;"complet";"dev_express";"18 - 25";"200 - 299"
307;"agent de constatation des douanes";"M";False;"100k +";"Commercial";"Pickup";4;20;"Highly Urban/ Urban";2022-01-22 01:15:05,000;"complet";"dev_express";"";"200 - 299"
310;"consultant en informatique décisionnelle";"F";False;"100k +";"Commercial";"Panel Truck";5;19;"Highly Urban/ Urban";2022-01-08 02:38:04,000;"complet";"dev_express";"40 - 60";"200 - 299"
324;"chef de produit touristique";"F";False;"0 - 20 k";"Commercial";"Pickup";7;1;"z_Highly Rural/ Rural";2022-05-11 07:38:11,000;"complet";"dev_express";"40 - 60";"200 - 299"
325;"animateur de radio et de télévision";"F";False;"20k - 40k";"Private";"z_SUV";6;1;"Highly Urban/ Urban";2022-05-07 22:16:31,000;"complet";"dev_express";"40 - 60";"200 - 299"
326;"géomaticien";"M";False;"80k - 100k";"Commercial";"Minivan";3;1;"Highly Urban/ Urban";2022-02-08 23:25:47,000;"complet";"dev_express";"";"200 - 299"
340;"éducateur de la protection judiciaire de la jeunesse (PJJ)";"F";True;"0 - 20 k";"Private";"Sports Car";3;6;"Highly Urban/ Urban";2022-01-11 12:37:19,000;"complet";"dev_express";"25 - 40";"200 - 299"
341;"trader";"M";False;"100k +";"Commercial";"Panel Truck";4;8;"Highly Urban/ Urban";2022-03-22 14:39:10,000;"complet";"dev_express";"40 - 60";"200 - 299"
347;"officier de la marine marchande";"F";False;"60k - 80k";"Commercial";"Panel Truck";10;14;"Highly Urban/ Urban";2022-02-24 04:11:14,000;"complet";"dev_express";"18 - 25";"200 - 299"
356;"technicien de contrôle";"F";False;"60k - 80k";"Private";"Minivan";2;18;"Highly Urban/ Urban";2022-01-30 12:21:04,000;"complet";"dev_express";"40 - 60";"200 - 299"
361;"ingénieur chimiste en développement analytique";"F";False;"40k - 60k";"Private";"Van";3;13;"Highly Urban/ Urban";2022-05-07 12:43:28,000;"complet";"dev_express";"40 - 60";"200 - 299"
363;"fleuriste";"M";False;"40k - 60k";"Commercial";"z_SUV";1;5;"Highly Urban/ Urban";2022-05-06 19:28:17,000;"complet";"dev_express";"18 - 25";"200 - 299"
375;"décolleteur";"F";False;"20k - 40k";"Private";"z_SUV";3;0;"Highly Urban/ Urban";2022-04-16 20:05:05,000;"complet";"dev_express";"40 - 60";"200 - 299"
376;"garçon de café";"M";False;"20k - 40k";"Private";"z_SUV";3;6;"Highly Urban/ Urban";2022-05-23 01:28:29,000;"complet";"dev_express";"40 - 60";"200 - 299"
381;"accessoiriste";"M";False;"100k +";"Private";"Minivan";1;18;"Highly Urban/ Urban";2022-01-16 03:51:45,000;"complet";"dev_express";"";"200 - 299"
382;"podo-orthésiste";"M";False;"40k - 60k";"Commercial";"Van";2;7;"Highly Urban/ Urban";2022-01-02 13:57:06,000;"complet";"dev_express";"60 - 80";"200 - 299"
386;"matelot à la pêche";"F";False;"20k - 40k";"Commercial";"z_SUV";3;4;"Highly Urban/ Urban";2022-04-27 00:03:33,000;"complet";"dev_express";"60 - 80";"200 - 299"
387;"consultant en management de l'innovation";"M";False;"100k +";"Private";"Minivan";4;19;"Highly Urban/ Urban";2022-02-16 20:52:00,000;"complet";"dev_express";"";"200 - 299"
393;"ingénieur en caractérisation des matériaux";"F";False;"0 - 20 k";"Commercial";"Minivan";2;11;"Highly Urban/ Urban";2022-05-13 08:26:09,000;"complet";"dev_express";"40 - 60";"200 - 299"
394;"mécanicien et technicien";"M";False;"100k +";"Commercial";"Panel Truck";1;7;"Highly Urban/ Urban";2022-01-08 21:15:51,000;"complet";"dev_express";"40 - 60";"200 - 299"
396;"ingénieur aromaticien aromaticienne";"M";False;"20k - 40k";"Commercial";"Pickup";3;8;"Highly Urban/ Urban";2022-01-05 22:40:15,000;"complet";"dev_express";"60 - 80";"200 - 299"
399;"anatomiste";"M";False;"0 - 20 k";"Private";"z_SUV";2;10;"Highly Urban/ Urban";2022-02-10 01:05:21,000;"complet";"dev_express";"60 - 80";"200 - 299"
403;"menuisier";"M";False;"0 - 20 k";"Private";"z_SUV";8;5;"Highly Urban/ Urban";2022-01-11 21:36:58,000;"complet";"dev_express";"80";"200 - 299"
405;"fiscaliste";"M";False;"100k +";"Commercial";"Panel Truck";5;19;"Highly Urban/ Urban";2022-01-27 10:26:14,000;"complet";"dev_express";"40 - 60";"200 - 299"
419;"agronome";"M";False;"0 - 20 k";"Private";"Pickup";6;1;"Highly Urban/ Urban";2022-03-29 12:51:42,000;"complet";"dev_express";"60 - 80";"200 - 299"
420;"manager de risques";"M";True;"0 - 20 k";"Commercial";"Pickup";2;1;"Highly Urban/ Urban";2022-04-09 00:17:26,000;"complet";"dev_express";"";"200 - 299"
424;"designer industriel industrielle";"M";False;"80k - 100k";"Commercial";"Minivan";11;7;"Highly Urban/ Urban";2022-04-11 13:58:11,000;"complet";"dev_express";"60 - 80";"200 - 299"
428;"consultant en validation";"F";False;"100k +";"Commercial";"Panel Truck";6;18;"Highly Urban/ Urban";2022-05-06 19:05:37,000;"complet";"dev_express";"60 - 80";"200 - 299"
430;"géomètre-topographe";"F";False;"20k - 40k";"Commercial";"z_SUV";3;1;"Highly Urban/ Urban";2022-01-03 09:08:34,000;"complet";"dev_express";"40 - 60";"200 - 299"
436;"responsable assurance qualité";"F";False;"80k - 100k";"Commercial";"Pickup";3;13;"Highly Urban/ Urban";2022-02-12 03:31:15,000;"complet";"dev_express";"80";"200 - 299"
444;"auditeur qualité";"M";False;"0 - 20 k";"Private";"z_SUV";2;15;"Highly Urban/ Urban";2022-04-20 18:29:34,000;"complet";"dev_express";"60 - 80";"200 - 299"
448;"halieute";"F";True;"0 - 20 k";"Private";"z_SUV";2;1;"Highly Urban/ Urban";2022-03-12 08:44:48,000;"complet";"dev_express";"60 - 80";"200 - 299"
450;"animateur nature nature";"M";False;"0 - 20 k";"Commercial";"Pickup";7;4;"Highly Urban/ Urban";2022-01-17 08:56:47,000;"complet";"dev_express";"25 - 40";"200 - 299"
460;"monteur-câbleur";"M";False;"60k - 80k";"Private";"Sports Car";1;5;"Highly Urban/ Urban";2022-04-14 03:21:10,000;"complet";"dev_express";"40 - 60";"200 - 299"
460;"brodeur";"F";False;"60k - 80k";"Private";"z_SUV";5;5;"Highly Urban/ Urban";2022-03-10 06:59:20,000;"complet";"dev_express";"60 - 80";"200 - 299"
464;"électromécanicien en remontées mécaniques";"M";False;"60k - 80k";"Commercial";"Pickup";1;12;"z_Highly Rural/ Rural";2022-03-13 05:28:18,000;"complet";"dev_express";"80";"200 - 299"
469;"conseiller en insertion sociale et professionnelle";"F";False;"0 - 20 k";"Private";"z_SUV";7;6;"Highly Urban/ Urban";2022-05-30 20:12:40,000;"complet";"dev_express";"40 - 60";"200 - 299"
470;"aide-chimiste";"M";False;"80k - 100k";"Private";"Minivan";1;9;"Highly Urban/ Urban";2022-03-06 00:29:49,000;"complet";"dev_express";"25 - 40";"200 - 299"
473;"conseiller en insertion sociale et professionnelle";"M";False;"0 - 20 k";"Private";"z_SUV";1;1;"Highly Urban/ Urban";2022-05-24 17:45:20,000;"complet";"dev_express";"40 - 60";"200 - 299"
474;"infirmier humanitaire";"F";False;"0 - 20 k";"Private";"z_SUV";8;1;"Highly Urban/ Urban";2022-03-26 13:13:06,000;"complet";"dev_express";"18 - 25";"200 - 299"
478;"ingénieur chimiste en développement analytique";"F";False;"40k - 60k";"Commercial";"Pickup";1;6;"Highly Urban/ Urban";2022-04-20 01:02:27,000;"complet";"dev_express";"60 - 80";"200 - 299"
480;"gestionnaire de contrats informatiques";"F";False;"0 - 20 k";"Private";"Van";6;1;"Highly Urban/ Urban";2022-05-21 08:38:57,000;"complet";"dev_express";"60 - 80";"200 - 299"
